20240823-175442	::ffff:192.102.239.195	the bubble-headed-booby	5	nla.obj-148911391	3	Phi-3 description similarity	1	Metadata similarity	ab
20240823-175451	::ffff:192.102.239.195	the bubble-headed-booby	6	nla.obj-136835710	3	Phi-3 description similarity	0	CLIP similarity	b1
20240823-175458	::ffff:192.102.239.195	the bubble-headed-booby	7	nla.obj-159893642	0	CLIP similarity	3	Phi-3 description similarity	a1
20240823-175506	::ffff:192.102.239.195	the bubble-headed-booby	8	nla.obj-147716313	2	OpenAI description similarity	1	Metadata similarity	ab
20240823-175521	::ffff:192.102.239.195	the bubble-headed-booby	9	nla.obj-232652175	1	Metadata similarity	3	Phi-3 description similarity	ab
20240823-175528	::ffff:192.102.239.195	the bubble-headed-booby	10	nla.obj-139829745	2	OpenAI description similarity	3	Phi-3 description similarity	ab
20240823-175539	::ffff:192.102.239.195	the bubble-headed-booby	11	nla.obj-2881549102	2	OpenAI description similarity	0	CLIP similarity	ab
20240823-175548	::ffff:192.102.239.195	the bubble-headed-booby	12	nla.obj-152044606	2	OpenAI description similarity	3	Phi-3 description similarity	a1
20240823-175554	::ffff:192.102.239.195	the bubble-headed-booby	13	nla.obj-3088810834	0	CLIP similarity	1	Metadata similarity	ab
20240823-175607	::ffff:192.102.239.195	the bubble-headed-booby	14	nla.obj-136469065	1	Metadata similarity	3	Phi-3 description similarity	ab
20240823-175617	::ffff:192.102.239.195	the bubble-headed-booby	15	nla.obj-139328926	3	Phi-3 description similarity	0	CLIP similarity	b1
20240823-175627	::ffff:192.102.239.195	the bubble-headed-booby	16	nla.obj-159092668	3	Phi-3 description similarity	0	CLIP similarity	ab
20240823-175635	::ffff:192.102.239.195	the bubble-headed-booby	17	nla.obj-145170241	3	Phi-3 description similarity	2	OpenAI description similarity	ab
20240823-175639	::ffff:192.102.239.195	the bubble-headed-booby	18	nla.obj-152573561	0	CLIP similarity	2	OpenAI description similarity	ab
20240823-175642	::ffff:192.102.239.195	the bubble-headed-booby	19	nla.obj-151447880	0	CLIP similarity	1	Metadata similarity	ab
20240823-175651	::ffff:192.102.239.195	the bubble-headed-booby	20	nla.obj-1209799016	3	Phi-3 description similarity	2	OpenAI description similarity	a1
20240823-175700	::ffff:192.102.239.195	the bubble-headed-booby	21	nla.obj-153533075	0	CLIP similarity	1	Metadata similarity	ab
20240823-175709	::ffff:192.102.239.195	the bubble-headed-booby	22	nla.obj-503947443	3	Phi-3 description similarity	1	Metadata similarity	ab
20240823-175715	::ffff:192.102.239.195	the bubble-headed-booby	23	nla.obj-140357064	3	Phi-3 description similarity	0	CLIP similarity	b1
20240823-175725	::ffff:192.102.239.195	the bubble-headed-booby	24	nla.obj-160451786	3	Phi-3 description similarity	0	CLIP similarity	ab
20240823-175735	::ffff:192.102.239.195	the bubble-headed-booby	25	nla.obj-142838917	1	Metadata similarity	3	Phi-3 description similarity	a1
20240823-175744	::ffff:192.102.239.195	the bubble-headed-booby	26	nla.obj-150140881	3	Phi-3 description similarity	2	OpenAI description similarity	ab
20240823-175752	::ffff:192.102.239.195	the bubble-headed-booby	27	nla.obj-146286848	2	OpenAI description similarity	1	Metadata similarity	ab
20240823-175802	::ffff:192.102.239.195	the bubble-headed-booby	28	nla.obj-159763640	0	CLIP similarity	3	Phi-3 description similarity	a1
20240823-175806	::ffff:192.102.239.195	the bubble-headed-booby	29	nla.obj-137409017	1	Metadata similarity	2	OpenAI description similarity	ab
20240823-175813	::ffff:192.102.239.195	the bubble-headed-booby	30	nla.obj-847179341	0	CLIP similarity	3	Phi-3 description similarity	a1
20240823-175828	::ffff:192.102.239.195	the bubble-headed-booby	31	nla.obj-160981535	3	Phi-3 description similarity	0	CLIP similarity	a1
20240823-175834	::ffff:192.102.239.195	the bubble-headed-booby	32	nla.obj-160529463	0	CLIP similarity	1	Metadata similarity	a1
20240823-175839	::ffff:192.102.239.195	the bubble-headed-booby	33	nla.obj-151500576	1	Metadata similarity	3	Phi-3 description similarity	ab
20240823-175848	::ffff:192.102.239.195	the bubble-headed-booby	34	nla.obj-137011934	1	Metadata similarity	2	OpenAI description similarity	ab
20240823-175854	::ffff:192.102.239.195	the bubble-headed-booby	35	nla.obj-133000693	1	Metadata similarity	0	CLIP similarity	a1
20240826-150909	::ffff:192.102.239.195	dsd1	0	nla.obj-161285481	3	Phi-3 description similarity	1	Metadata similarity	a1
20240826-150910	::ffff:192.102.239.195	dsd1	1	nla.obj-159249858	1	Metadata similarity	2	OpenAI description similarity	a1
20240826-150912	::ffff:192.102.239.195	dsd1	2	nla.obj-162422253	0	CLIP similarity	2	OpenAI description similarity	a1
20240826-150920	::ffff:192.102.239.195	dsd1	3	nla.obj-3284516716	2	OpenAI description similarity	0	CLIP similarity	a1
20240826-150922	::ffff:192.102.239.195	dsd1	4	nla.obj-148911391	3	Phi-3 description similarity	0	CLIP similarity	a1
20240826-151945	::ffff:192.102.239.195	xx11	3	nla.obj-3284516716	1	Metadata similarity	3	Phi-3 description similarity	a1
20240826-152000	::ffff:192.102.239.195	xx11	4	nla.obj-148911391	3	Phi-3 description similarity	0	CLIP similarity	a1
20240826-152048	::ffff:192.102.239.195	xx11	0	nla.obj-161285481	0	CLIP similarity	1	Metadata similarity	a1
20240826-152108	::ffff:192.102.239.195	xx11	1	nla.obj-159249858	0	CLIP similarity	3	Phi-3 description similarity	b1
20240826-152116	::ffff:192.102.239.195	xx11	2	nla.obj-162422253	1	Metadata similarity	3	Phi-3 description similarity	a2
